company_searched,gtr_org_name,gtr_org_id,role,project_title,project_id,funder,grant_category,status,grant_value,lead_org,start_date,end_date,abstract
Canadian Natural Resources,NATURAL RESOURCES WALES,64336FE9-1817-4E1C-9C48-08BB769704B7,Collaborator,Marine Renewable Energy Directed KE Fellowship: Biofouling in the UK Marine Renewable Energy Industry,B533E1B7-65F9-4FC9-A87C-F374E601D997,NERC,Fellowship,Closed,199718,University of the Highlands and Islands,2016-10-02,2017-09-29,"When man-made structures, such as marine renewable energy devices, are deployed in the sea they are quickly colonised by communities of organisms growing on exposed surfaces. This marine growth, or biofouling, is often unwanted from an engineering perspective and can have consequences for structural integrity, efficiency, maintenance and functioning of devices. Non-native species are also commonly found on man-made structures, making biofouling a potential biosecurity risk and a possible vector "
Canadian Natural Resources,NATURAL RESOURCES WALES,64336FE9-1817-4E1C-9C48-08BB769704B7,Collaborator,Valuing Green Infrastructure Through Tree Assessment TooLs (VITAL),A1F5828F-1E12-44DF-B717-F84863474DD1,NERC,Research Grant,Closed,96403,The Open University,2016-01-01,2017-12-31,"In recent years environmental and social scientists working with economists have begun to understand the value that nature provides to society. These 'ecosystem services' (ES) include things like the provisioning of food and fuel, regulating water quality and quantity, reducing pollution, storing carbon and producing landscapes and features of cultural and aesthetic significance. Using a range of widely agreed methods it has been possible to put economic values on these services and the stock of"
Canadian Natural Resources,NATURAL RESOURCES WALES,64336FE9-1817-4E1C-9C48-08BB769704B7,Collaborator,Ecological implications of accelerated seabed mobility around windfarms (EcoWind-ACCELERATE),68D06104-ADC1-46FF-B20E-EBFD760241D7,NERC,Research Grant,Active,1580896,Bangor University,2022-08-08,2026-08-07,"THE PROBLEM: Offshore windfarms will be developed at an accelerated schedule under fast-track plans to switch away from fossil fuels. With ever larger offshore windfarms, and the cumulative effects of climate change, we thus urgently need to understand the way the seabed is modified in response and how such changes affect the wider marine ecosystem. 
When natural currents in the sea deviate around the wind turbines or anchors, the forces acting on the bed enhance, making sediments move and stay "
Centrica,CENTRICA PLC,41724748-082B-48E1-B2FF-CC993B752AC0,Participant,Thema AI,C09AA290-1015-4914-B990-4542F39853C2,Innovate UK,Collaborative R&D,Closed,1044404,THEMA AI LIMITED,2024-02-01,2025-03-30,"Recent advancements in vector embeddings and large language models (LLM) have opened-up huge new opportunities to power next-generation market discovery and search. Thema are developing game-changing trustworthy AI to unearth deep-insights from online text sources, enabling SME private market investors to significantly improve market discovery/company evaluation, ROI and productivity.

Existing analyst-driven software tools e.g. CB Insights / Grata / Crunchbase / Pitchbook, are built on legacy s"
Centrica,CENTRICA PLC,41724748-082B-48E1-B2FF-CC993B752AC0,Participant,University of Leicester and Centrica plc,41BCC5BF-325B-4641-89EA-486AB5B36646,Innovate UK,Knowledge Transfer Partnership,Closed,110122,UNIVERSITY OF LEICESTER,2019-03-31,2021-12-31,To develop a low-cost electric vehicle smart charging solution and infrastructure.
Centrica,CENTRICA PLC,41724748-082B-48E1-B2FF-CC993B752AC0,Participant,Cardiff University and Centrica plc,5D88BDEC-B3E1-4B93-80B2-F41B2CEB0E74,Innovate UK,Knowledge Transfer Partnership,Closed,122251,CARDIFF UNIVERSITY,2018-11-01,2021-10-30,"To create and embed an Accelerated Innovation Process within data science that will deliver financial benefits from new products/services, strategic benefits from business model innovation and an enhanced entrepreneurial culture."
Centrica,CENTRICA STORAGE LIMITED,7F96E533-3011-412C-9526-EE600B034DD2,Participant,Exploring Geological Hydrogen Storage Opportunities for the East Midlands (EMStor),F725E88F-6E31-4313-AD8C-0A1D647265A0,Innovate UK,Collaborative R&D,Closed,499968,CADENT GAS LIMITED,2024-09-30,2025-03-30,"_EMStor Alpha Phase will assess the technical and commercial feasibility of repurposing a depleted onshore hydrocarbon field in the East Midlands to store hydrogen. The project will also asses how people living in the vicinity of hydrocarbon fields feel about those assets being re-purposed to storing hydrogen. Hydrogen storage will enable accelerated deployment of Cadent's East Coast Hydrogen Pipeline, delivering low carbon hydrogen that enables industry, power and aviation to switch from fossil"
Centrica,CENTRICA STORAGE LIMITED,7F96E533-3011-412C-9526-EE600B034DD2,Participant,University of Hull and Centrica Storage Limited (P2),4488A92C-DC2C-4EF4-BB3D-7BF1D25CDBC6,Innovate UK,Knowledge Transfer Partnership,Closed,98811,UNIVERSITY OF HULL,2019-08-31,2022-08-30,To develop and install an innovative Corrosion Under Insulation monitoring system that detects the early onset of corrosion so that it can be stopped before significant damage occurs at gas production facilities.
Centrica,CENTRICA STORAGE LIMITED,7F96E533-3011-412C-9526-EE600B034DD2,Participant,University of Hull and Centrica Storage Limited (P1),65BF8659-488A-417F-A24A-D5770F3BF7FB,Innovate UK,Knowledge Transfer Partnership,Closed,98811,UNIVERSITY OF HULL,2019-04-30,2022-04-29,"To design, develop and upscale a combination of electrochemical technologies for the purification of waste water contaminated with chemicals. To provide a disruptive technology for the gas processing sector, with significant commercial, societal and environmental benefits."
Centrica,CENTRICA STORAGE LIMITED,7F96E533-3011-412C-9526-EE600B034DD2,Participant,Humber Industrial Cluster Plan,6EC0007A-4496-45C9-B42C-DC0D29052AC3,ISCF,Collaborative R&D,Closed,1657434,HULL CITY COUNCIL (ON BEHALF OF HUMBER LEP),2021-01-01,2023-03-30,"The Humber Local Enterprise Partnership and membership organisation CATCH will work with industrial partners across the Humber to develop the Humber Cluster Plan (HCP) that will enable the Humber industrial cluster -- the UK's largest by carbon emissions -- to achieve net zero by 2040\.

The Humber emits more CO2 than any other industrial cluster (30% more than the next largest), whilst the area is one of the most vulnerable to climate change. A quarter of the Humber's GVA and 1 in 10 jobs depen"
Centrica,CENTRICA STORAGE LIMITED,7F96E533-3011-412C-9526-EE600B034DD2,Participant,Zero Carbon Humber Partnership,B10D2DA4-BFE6-4737-A0DD-EBEF06991FF0,ISCF,Collaborative R&D,Closed,18920980,EQUINOR NEW ENERGY LIMITED,2021-03-01,2024-02-29,"The Zero Carbon Humber Partnership (ZCH) has brought together world-leading organisations with a goal to turn the Humber, the UK's most carbon-intensive region, into a net zero cluster by 2040\.

ZCH will deliver first-of-a-kind low-carbon infrastructure, comprising CO2 and hydrogen transmission pipelines linking the region's major emitters, providing a pathway to deliver at-scale decarbonisation. The infrastructure will be anchored by the H2H-Saltend project (reducing emissions by ~1Mtpa) and w"
Centrica,CENTRICA STORAGE LIMITED,7F96E533-3011-412C-9526-EE600B034DD2,Participant,Humber Industrial Decarbonisation Deployment Project (Humber-DP),970CB5F0-8DF5-42D9-9B08-FE9FDC75D003,ISCF,Collaborative R&D,Closed,79186,EQUINOR NEW ENERGY LIMITED,2020-03-31,2020-07-30,Awaiting Public Project Summary
Centrica,Centrica,617E1C90-F1BB-40DE-B1CA-96713AC8E8BB,Collaborator,Market Blended Insight,5AA22CC7-71ED-42E0-848B-1D62956B0087,EPSRC,Research Grant,Closed,805120,University of Southampton,2006-11-01,2010-01-31,The Market Blended Insight project is made up of leading players in the provision and use of business to business (B2B) marketing information and world class academic researchers in the area of Semantic Web technologies. The project has a clear objective of making a significant performance improvement in UK business to business (B2B) marketing activities in the 5-7 year timeframe. The UK economy for B2B marketing is 17.3bn (it's grown 47% in 5 years) with approaching 6bn contribution to UK expor
Centrica,Centrica,617E1C90-F1BB-40DE-B1CA-96713AC8E8BB,Collaborator,Industrial Decarbonisation Research and Innovation Centre (IDRIC),52203FC4-7F96-4368-96A7-21F755DE1849,ISCF,Research Grant,Closed,19903411,Heriot-Watt University,2021-03-31,2024-05-30,"The decarbonisation of industrial clusters is of critical importance to the UK's ambitions of cutting greenhouse gas emissions to net zero by 2050. The UK Industrial Decarbonisation Challenge (IDC) of the Industrial Strategy Challenge Fund (ISCF) aims to establish the world's first net-zero carbon industrial cluster by 2040 and at least one low-carbon cluster by 2030. 

The Industrial Decarbonisation Research and Innovation Centre (IDRIC) has been formed to support this Challenge through funding"
Centrica,Centrica,617E1C90-F1BB-40DE-B1CA-96713AC8E8BB,Collaborator,Transactive Energy Supply Arrangements,3146B44E-DE28-40DA-B141-0D9A093A20DD,EPSRC,Research Grant,Closed,59822,University of Strathclyde,2017-05-31,2017-11-30,"In recent years there has been a huge investment in micro generation from both customers and small scale providers, particularly in residential PV. However, current metering arrangements are very basic, which limits the effectiveness of this investment.

If there was provision for neighbours to trade energy directly with each other, and be compensated for doing so, the true potential of this investment would be unlocked. Identifying the biggest issues for small scale energy providers is challeng"
Centrica,Centrica,617E1C90-F1BB-40DE-B1CA-96713AC8E8BB,Collaborator,GasNetNew - The role of the gas network in a future decarbonised UK,7AF9D240-72D6-4011-8FE5-766F885F52B6,EPSRC,Research Grant,Closed,1287080,University of Nottingham,2022-03-31,2025-09-29,"Heating indoor spaces by burning natural gas accounts for ~30% of the UK's total CO2 emissions. Around 23 million properties are connected to the gas network. Each 1kg of gas burned delivers ~12kWh of heat and releases ~4kg of CO2. That cannot continue in a future net-zero UK and capturing CO2 at individual buildings is completely implausible using any known technology.

Many consider that hydrogen should replace natural gas in the gas network. Technically, this is feasible. Hydrogen can be prod"
Centrica,Centrica,617E1C90-F1BB-40DE-B1CA-96713AC8E8BB,Collaborator,Flexible and Efficient Power Plant: Flex-E-Plant,2732CC98-194A-49D6-AA89-A3C3E1B03859,EPSRC,Research Grant,Closed,1997000,Loughborough University,2013-07-31,2018-02-28,"In order to meet UK Government targets to reduce CO2 emissions by 80% by 2050, rapid growth in electricity generation from intermittent renewable energy sources, in particular, wind, is required, together with increasing constraints on the operation and environmental performance of conventional coal and gas-fired plant. Unprecedented demands for operational plant flexibility (i.e. varing power output to reflect demand) will pose new challenges to component integrity in ageing conventional plant,"
Centrica,Centrica,617E1C90-F1BB-40DE-B1CA-96713AC8E8BB,Collaborator,Meeting the challenge: designing effective policy for climate change in the electricity sector,5CBB9281-B0DF-4191-97D0-BA08FD055ED9,ESRC,Research Grant,Closed,74580,University of Cambridge,2010-09-30,2011-09-29,"Abstracts are not currently available in GtR for all funded research. This is normally because the abstract was not required at the time of proposal submission, but may be because it included sensitive information such as personal details."
Centrica,Centrica Plc,5ACA93D5-72B3-45F7-BF22-B6031989DF20,Project Partner,EPSRC Centre for Doctoral Training in Renewable Energy Marine Structures (REMS),364057F4-612A-4826-8269-C19BA63F5746,EPSRC,Training Grant,Closed,4026002,CRANFIELD UNIVERSITY,2014-04-30,2022-12-31,"This proposal is for a Doctoral Training Centre to provide a new generation of engineering leaders in Offshore &amp; Marine Renewable Energy Structures. This is a unique opportunity for two internationally leading Universities to join together to provide an industrially-focussed centre of excellence in this pivotal subject area.

The majority of informed and balanced views suggest approximately 180 TWh/year of offshore wind, ~300km of wave farms (19 TWh/year), 1,000 tidal stream turbines (6 TWh/"
Centrica,CENTRICA PLC,9787B38C-8C03-4D2B-B66C-8998262AED30,Project Partner,DIGIT,B4F3841A-5054-4B33-9763-242090E76E11,EPSRC,Research Grant,Active,3699961,UNIVERSITY OF EXETER,2021-03-01,2027-01-31,"It is now widely accepted that we are living through a 4th industrial revolution and that innovation driven by digital technologies such as the Artificial Intelligence, Robotics, Quantum Computing, 5G mobile networks, the Internet-of-Things (IoT), blockchain cryptography, sensory devices, wearables, and decentralised data flows. etc is fundamentally changing the economy, society and individual lives. The mission of DIGIT is to accelerate the responsible application of digital technology on produ"
Centrica,CENTRICA PLC,9787B38C-8C03-4D2B-B66C-8998262AED30,Project Partner,"Interdisciplinary Centre for for Storage, Transformation and Upgrading of Thermal Energy (i-STUTE)",E0DBB054-5572-4C91-8A25-155B3282EEDD,EPSRC,Research Grant,Closed,5213689,University of Warwick,2013-03-31,2018-12-31,"The UK is committed to a target of reducing greenhouse gas emissions by 80% before 2050. With over 40% of fossil fuels used for low temperature heating and 16% of electricity used for cooling these are key areas that must be addressed. The vision of our interdisciplinary centre is to develop a portfolio of technologies that will deliver heat and cold cost-effectively and with such high efficiency as to enable the target to be met, and to create well planned and robust Business, Infrastructure an"
Centrica,CENTRICA PLC,9787B38C-8C03-4D2B-B66C-8998262AED30,Project Partner,EPSRC Centre for Doctoral Training in Green Industrial Futures,F603B67D-213E-4332-B1E2-336848C751F0,EPSRC,Training Grant,Active,9764209,Heriot-Watt University,2024-03-31,2032-09-29,"The Centre for Doctoral Training in Green Industrial Futures (CDT-GIF) will deliver the next generation of global leaders in the energy transition, through a world-leading, interdisciplinary whole systems research and training programme to address national and global priorities to realise the green industrial revolution. The CDT-GIF is critically important, as skill shortages are currently limiting the opportunities of the green industrial revolution, adding significant risk of loss of economic "
Centrica,CENTRICA PLC,9787B38C-8C03-4D2B-B66C-8998262AED30,Project Partner,BRITICE-CHRONO: Constraining rates and style of marine-influenced ice sheet decay,B1B12E75-66DE-416E-AFB0-54F8C27282F4,NERC,Research Grant,Closed,699361,University of Sheffield,2012-09-26,2018-09-27,"Recent satellite measurements of the Earth's polar ice sheets highlight that changes in ice extent and thickness are occurring at rates far higher than expected. The challenge for researchers is to place these observations into a longer-term context and produce computer models ('ice sheet forecasts') that reliably predict the fate of ice sheets over this century and beyond. Although remote from habitation, the polar ice sheets influence global sea level. Retreat by increased melting and iceberg "
Centrica,CENTRICA PLC,9787B38C-8C03-4D2B-B66C-8998262AED30,Project Partner,CONVER-SE: Conversational Programming for Smart Environments,3BD82FDE-93CA-47E1-BDE6-7D9C8F6FDC36,EPSRC,Research Grant,Closed,100801,University of Sussex,2018-03-01,2020-02-28,"Smart environments are designed to react intelligently to the needs of those who visit, live and work in them. For example, the lights can come on when it gets dark in a living room or a video exhibit can play in the correct language when a museum visitor approaches it. However, we lack intuitive ways for users without technical backgrounds to understand and reconfigure the behaviours of such environments, and there is considerable public mistrust of automated environments. Whilst there are tool"
Centrica,CENTRICA PLC,9787B38C-8C03-4D2B-B66C-8998262AED30,Project Partner,DecarboN8 - An integrated network to decarbonise transport,65E786F5-CB7E-47AD-9E93-7A76F2637F6D,EPSRC,Research Grant,Closed,1334521,University of Leeds,2019-08-31,2024-03-31,"The latest report from the Intergovernmental Panel on Climate Change in 2018 highlighted the need for urgent, transformative change, on an unprecedented scale, if global warming is to be restricted to 1.5C. The challenge of reaching an 80% reduction in emissions by 2050 represents a huge technological, engineering, policy and societal challenge for the next 30 years. This is a huge challenge for the transport sector, which accounts for over a quarter of UK domestic greenhouse gas emissions and h"
Centrica,CENTRICA PLC,9787B38C-8C03-4D2B-B66C-8998262AED30,Project Partner,Centre for Advanced Materials for Renewable Energy Generation,46EDA758-025A-41E2-8E49-91A4D74571C1,EPSRC,Research Grant,Closed,2037439,University of Edinburgh,2016-12-01,2021-05-30,"Renewable and low carbon energy sources need to be more competitive if the world is to meet the carbon emissions targets agreed in COP21. CAMREG brings together cutting edge materials researchers who will work across discipline boundaries to increase renewable energy technology durability, reliability, utility, performance and energy yield. The aim of the Centre is to combine activity, know-how and facilities from a wide range of existing fundamental and applied materials science capacity to add"
Centrica,CENTRICA PLC,9787B38C-8C03-4D2B-B66C-8998262AED30,Project Partner,EPSRC Centre for Doctoral Training in Modern Statistics and Statistical Machine Learning,8B2A64F2-5B2F-43BF-8D99-D465CAB6331A,EPSRC,Training Grant,Active,6464798,Imperial College London,2019-03-31,2027-09-29,"The CDT will train the next generation of leaders in statistics and statistical machine learning, who will be able to develop widely-applicable novel methodology and theory, as well as create application-specific methods, leading to breakthroughs in real-world problems in government, medicine, industry and science. The research will focus on the development of applicable modern statistical theory and methods as well as on the underpinnings of statistical machine learning. The research will be st"
Centrica,CENTRICA PLC,9787B38C-8C03-4D2B-B66C-8998262AED30,Project Partner,UK-HyRES: Hub for Research Challenges in Hydrogen and Alternative Liquid Fuels,83644279-84D3-49E9-8A52-BCAA5E05BF13,EPSRC,Research Grant,Active,10714356,University of Bath,2023-05-31,2028-05-30,"A thriving, low carbon hydrogen sector is essential for the UK's plans to build back better with a cleaner, greener energy system. Hydrogen has the potential to reduce emissions in some of the highest-emitting and most difficult to decarbonise areas of the economy, which must be transformed rapidly to meet Net Zero targets. To achieve this, large amounts of low carbon hydrogen and alternative liquid fuels will be needed. These must be stored and transported to their point of use. There remain si"
Ceylon Petroleum Corporation,Anadarko Petroleum Corporation,6A247A03-A4A4-4D09-B90B-2CF5B18F90FE,Project Partner,Predicting the fate of CO2 in geological reservoirs for modelling geological carbon storage,8D62B296-C353-4E89-B4D4-42AB579223D3,NERC,Research Grant,Closed,889180,University of Cambridge,2008-09-30,2015-03-30,"The main objective of this proposal is to determining the nature and kinetics of fluid-rock interactions between CO2-rich brines and rocks, in field settings as well as in laboratory experiments, in order to formulate and test models of the behaviour and fate of CO2 injected in geological strata. To do this we need to determine the processes which moderate the fluid-mineral reaction kinetics, particularly the nature of the processes which result in much more sluggish kinetics in field settings c"
CGG,CGG,FA257F34-3318-47A7-B009-3A33DC703C5C,Collaborator,"Interaction between solid, liquid and biological components of the natural porous media - an experimental approach",3BC2C306-B4C5-42B8-BD00-919F7FB3C1DD,EPSRC,Studentship,Closed,,Newcastle University,2017-09-30,2020-09-29,"The subsurface porous media is typically composed of solid, liquid and biological components. The storage capacity and deliverability of the resources through this media is mainly dictated by the interaction between these components and by the by-products of the complex interactions. For example, when a sand grain is coated by a micrometre-scale very fine grained material (such as detrital clay), other blocky minerals cannot precipitate on the grain. This simple process keeps the pore network op"
CGG,CGG,FA257F34-3318-47A7-B009-3A33DC703C5C,Collaborator,"Building a tectonic plate: Water, magma and faults in the oceanic lithosphere",15B9C95F-3B4E-444A-A718-A0585438DE42,NERC,Fellowship,Closed,586888,Imperial College London,2018-09-30,2024-05-24,"At mid-ocean ridges, tectonic plates are pulled apart and the Earth's mantle slowly rises and is partially molten, producing magma that rises and solidifies to form new crust, the outer low-density layer of the Earth. However, on some ridge sections where magma supply is low, the production of magma by mantle melting is less efficient and creation of new crust cannot keep up with the stretching of the tectonic plates. Here faulting brings mantle rocks to the surface and produces anomalous &quot;"
CGG,CGG,FA257F34-3318-47A7-B009-3A33DC703C5C,Collaborator,Ecological implications of accelerated seabed mobility around windfarms (EcoWind-ACCELERATE),E10C26A2-2DB7-48C0-A20A-E41AAF8FBF92,NERC,Research Grant,Active,668249,National Oceanography Centre,2022-08-08,2026-08-07,"THE PROBLEM: Offshore windfarms will be developed at an accelerated schedule under fast-track plans to switch away from fossil fuels. With ever larger offshore windfarms, and the cumulative effects of climate change, we thus urgently need to understand the way the seabed is modified in response and how such changes affect the wider marine ecosystem. 
When natural currents in the sea deviate around the wind turbines or anchors, the forces acting on the bed enhance, making sediments move and stay "
CGG,CGG,FA257F34-3318-47A7-B009-3A33DC703C5C,Collaborator,Characterization of major overburden leakage pathways above sub-seafloor CO2 storage reservoirs in the North Sea (CHIMNEY),7C23CC3C-1138-4F11-9AF2-BDDF89916D47,NERC,Research Grant,Closed,613314,University of Southampton,2016-04-30,2021-10-30,"Industrial emissions of carbon dioxide (CO2), including fossil fuel power generation, are recognised as a likely agent of global climate change and acidification of the oceans, but most economies will remain dependent on these technologies for the next few decades. Carbon dioxide Capture and Storage (CCS) has been identified as an important way of reducing the amount of CO2 added to the atmosphere. CCS is seen as making a key contribution to reducing mankind's greenhouse gas emissions by 80-95% "
CGG,CGG,FA257F34-3318-47A7-B009-3A33DC703C5C,Collaborator,Ecological implications of accelerated seabed mobility around windfarms (EcoWind-ACCELERATE),68D06104-ADC1-46FF-B20E-EBFD760241D7,NERC,Research Grant,Active,1580896,Bangor University,2022-08-08,2026-08-07,"THE PROBLEM: Offshore windfarms will be developed at an accelerated schedule under fast-track plans to switch away from fossil fuels. With ever larger offshore windfarms, and the cumulative effects of climate change, we thus urgently need to understand the way the seabed is modified in response and how such changes affect the wider marine ecosystem. 
When natural currents in the sea deviate around the wind turbines or anchors, the forces acting on the bed enhance, making sediments move and stay "
CGG,CGG Services (UK) Ltd,1B3A95D4-E275-4334-A219-B9982C1ED06C,Project Partner,Characterization of major overburden leakage pathways above sub-seafloor CO2 storage reservoirs in the North Sea (CHIMNEY),7C23CC3C-1138-4F11-9AF2-BDDF89916D47,NERC,Research Grant,Closed,613314,University of Southampton,2016-04-30,2021-10-30,"Industrial emissions of carbon dioxide (CO2), including fossil fuel power generation, are recognised as a likely agent of global climate change and acidification of the oceans, but most economies will remain dependent on these technologies for the next few decades. Carbon dioxide Capture and Storage (CCS) has been identified as an important way of reducing the amount of CO2 added to the atmosphere. CCS is seen as making a key contribution to reducing mankind's greenhouse gas emissions by 80-95% "
CGG,CGG Services (UK) Ltd,1B3A95D4-E275-4334-A219-B9982C1ED06C,Project Partner,Ecological implications of accelerated seabed mobility around windfarms (EcoWind-ACCELERATE),68D06104-ADC1-46FF-B20E-EBFD760241D7,NERC,Research Grant,Active,1580896,Bangor University,2022-08-08,2026-08-07,"THE PROBLEM: Offshore windfarms will be developed at an accelerated schedule under fast-track plans to switch away from fossil fuels. With ever larger offshore windfarms, and the cumulative effects of climate change, we thus urgently need to understand the way the seabed is modified in response and how such changes affect the wider marine ecosystem. 
When natural currents in the sea deviate around the wind turbines or anchors, the forces acting on the bed enhance, making sediments move and stay "
CGG,CGG Services SA (Global),BB39DB59-FFD8-4971-AB41-BCBB2CD433BD,Project Partner,Mobile Robotics: Enabling a Pervasive Technology of the Future,16AA9B55-6AC5-46D3-96B1-E5996D2A6984,EPSRC,Research Grant,Closed,4991610,,2015-03-01,2021-06-29,"VISION: To create, run and exploit the world's leading research programme in mobile autonomy addressing fundamental technical issues which impede large scale commercial and societal adoption of mobile robotics.

AMBITION: We need to build better robots - we need them to be cheap, work synergistically with people in large, complex and time-changing environments and do so for long periods of time. Moreover, it is essential that they are safe and trusted. We are compelled as researchers to produce "
Chevron Corporation,Chevron Corporation,EEFC58A6-6070-4603-9B31-C68AAB0B6A8A,Collaborator,UK Robotics and Artificial Intelligence Hub for Offshore Energy Asset Integrity Management,6AE9C598-E91F-4B12-8CD7-275979310530,ISCF,Research Grant,Closed,15223234,Heriot-Watt University,2017-10-01,2022-03-30,"The international offshore energy industry currently faces the triple challenges of an oil price expected to remain less than $50 a barrel, significant expensive decommissioning commitments of old infrastructure (especially North Sea) and small margins on the traded commodity price per KWh of offshore renewable energy. Further, the offshore workforce is ageing as new generations of suitable graduates prefer not to work in hazardous places offshore. Operators therefore seek more cost effective, s"
Chevron Corporation,Chevron Corporation,EEFC58A6-6070-4603-9B31-C68AAB0B6A8A,Collaborator,"CBET-EPSRC: Enhancing the CSMHyK fluid dynamics calculations via the inclusion of a stochastic model of hydrate nucleation, agglomeration and growth",1FBBBD70-885F-4783-B2C4-05EC7E74844E,EPSRC,Research Grant,Closed,487425,UNIVERSITY COLLEGE LONDON,2020-05-15,2023-05-14,"Sir Humphrey Davy discovered clathrate hydrates in 1811. Hydrates are solid structures formed by water and gases, e.g., methane. The abundance of natural gas hydrate deposits across the world could provide abundant energy resources for the future, as well as long-term CO2 storage. Natural gas hydrates can be exploited in high-tech applications including innovative water-desalination and gas-storage processes. Prof. Carolyn Koh overviewed hydrates in the book she co-authored with Prof. Dandy Sloa"
Chevron Corporation,Chevron Corporation,EEFC58A6-6070-4603-9B31-C68AAB0B6A8A,Collaborator,Centre for Sustainable Road Freight Transport,F66074E1-0A71-425F-9113-4E02978AD794,EPSRC,Research Grant,Closed,4423783,University of Cambridge,2012-12-01,2018-05-30,"The CfSRFT brings together two of the UK's leading academic groups to make road freight economically, socially and environmentally sustainable. This will be the first time that a team of international standing has fully addressed the complete 'triple bottom line' of sustainability in the sector. The team combines expertise in logistics, road freight vehicle engineering, human factors and sustainability. It will work in partnership with industry players, who will help set the research agenda and "
Chevron Corporation,Chevron Corporation,EEFC58A6-6070-4603-9B31-C68AAB0B6A8A,Collaborator,Tailoring Unstructured Meshes for Use with 3D Co-Volume Methods for Engineering Analysis,A38F774E-5549-47E1-9A83-670F19D15745,EPSRC,Research Grant,Closed,265287,Swansea University,2013-03-31,2016-03-30,"Computational techniques have become increasingly important with the rapid advancements in technology in areas such as computational fluid dynamics and computational electromagnetic. Over many years, various approaches have been developed for the solution of the governing equations. The most efficient techniques require a structured subdivision of the domain. This normally constrains the problem to simple geometries. Unstructured type meshes provide the geometrical flexibility necessary for simu"
Chevron Corporation,Chevron Corporation,EEFC58A6-6070-4603-9B31-C68AAB0B6A8A,Collaborator,Centre for Sustainable Road Freight 2018-2023,89BCE158-ACB2-411D-9794-A83CBAF8622C,EPSRC,Research Grant,Active,672887,University of Westminster,2018-05-31,2026-04-16,"Abstracts are not currently available in GtR for all funded research. This is normally because the abstract was not required at the time of proposal submission, but may be because it included sensitive information such as personal details."
Chevron Corporation,Chevron Corporation,EEFC58A6-6070-4603-9B31-C68AAB0B6A8A,Collaborator,Anti-Agglomerants Performance in Hydrates Management: Fundamental Insights,B599AD5B-6280-4B9B-9784-DCB57421ED73,EPSRC,Research Grant,Closed,344067,UNIVERSITY COLLEGE LONDON,2016-01-01,2018-12-31,"Gas hydrates represent both a possible energy source in the form of methane gas, and could provide a strategy for long-term CO2 repository. Gas hydrates are also a nuisance during the transport of oil and gas via pipelines, where their formation can block and sometimes break the pipeline, causing large environmental damages. The industry, including BP and E-ON, invests ~$500 million per year injecting methanol in pipelines. Unfortunately, methanol, to be effective, needs to be present in amounts"
China Petrochemical Corporation,China Recycling Energy Corporation,2C919633-FDE8-47F4-99D3-E5E67FD974CC,Project Partner,Next Generation Grid Scale Thermal Energy Storage Technologies (NexGen-TEST),717DBAED-3E1A-4525-9978-1CB1B332D82A,EPSRC,Research Grant,Closed,984845,University of Birmingham,2014-04-29,2017-10-28,"The energy systems in both the UK and China face challenges of unprecedented proportions. In the UK, it is expected that the amount of electricity demand met by renewable generation in 2020 will be increased by an order of magnitude from the present levels. In the context of the targets proposed by the UK Climate Change Committee it is expected that the electricity sector would be almost entirely decarbonised by 2030 with significantly increased levels of electricity production and demand driven"
China Petrochemical Corporation,China Three Gorges Corporation,7639509B-D46C-4924-8E59-2D1128CF97FF,Project Partner,MagMats: Magnesia-bearing construction materials for future energy infrastructure,B4D04877-676C-4D80-BF85-9474740355B9,EPSRC,Research Grant,Closed,508163,University of Cambridge,2015-03-30,2018-12-31,"Material innovations focussing on delivery and sustainability are key as our global efforts intensify in the development of a secure and sustainable future energy landscape. Many infrastructure-related material challenges have emerged as a result of the need (i) to explore offshore marine environments for wind power generation, (ii) for deeper and more complex underground wellbore systems for new oil &amp; gas explorations, (iii) for robust containment and shielding structures for new nuclear po"
CNOOC,Nexen; CNOOC Ltd,5C7CC35C-B4EB-4058-811E-7007A9E4728D,Collaborator,Exploiting NERC-funded research to beneficially impact upstream workflows in the petroleum industry,5B06C8CD-7C97-4FDD-A924-637A715D992F,NERC,Fellowship,Closed,232996,University of Leeds,2011-03-01,2014-02-28,"Exploiting NERC-funded research to beneficially impact upstream workflows in the petroleum industry. Significant economic impacts can derive from effective KE, through immediate application of knowledge, and also by enabling end-users to make their own connections between information, knowledge and application. This proposal aims to increase the impact of NERC-funded science from within the University of Leeds in a two-way exchange with industrial partners, through:
1) Executive Directorship of "
ConocoPhillips,ConocoPhillips,AA454600-7CF4-4B00-A083-0689910C3C29,Collaborator,Exploiting NERC-funded research to beneficially impact upstream workflows in the petroleum industry,5B06C8CD-7C97-4FDD-A924-637A715D992F,NERC,Fellowship,Closed,232996,University of Leeds,2011-03-01,2014-02-28,"Exploiting NERC-funded research to beneficially impact upstream workflows in the petroleum industry. Significant economic impacts can derive from effective KE, through immediate application of knowledge, and also by enabling end-users to make their own connections between information, knowledge and application. This proposal aims to increase the impact of NERC-funded science from within the University of Leeds in a two-way exchange with industrial partners, through:
1) Executive Directorship of "
